order_id,order_date,customer_segment,region,product_category,customer_age,quantity,unit_price,discount_pct,revenue,rating,delivery_days,shipping_cost
101769,2024-10-21 20:00:00,Corporate,East,Office Supplies,74.0,5.0,$18.22,0.245,68.78,3.8,6.0,6.87
101964,2024-11-23 08:00:00,Corporate,South,Office Supplies,68.0,3.0,$41.53,0.215,97.8,5.0,5.0,8.51
101308,2024-08-06 00:00:00,Consumer,East,Electronics,30.0,2.0,$314.43,0.087,574.15,5.0,3.0,3.48
101359,2024-08-14 12:00:00,Consumer,West,Office Supplies,61.0,3.0,$47.34,0.02,139.18,4.0,6.0,6.47
101793,2024-10-25 20:00:00,Corporate,North,Electronics,49.0,5.0,N/A,0.185,1587.17,4.9,2.0,
101860,2024-11-06 00:00:00,Corporate,East,Office Supplies,72.0,4.0,N/A,0.167,44.02,,4.0,4.86
100188,2024-02-01 08:00:00,Corporate,South,Electronics,72.0,1.0,$152.90,0.194,123.24,4.0,1.0,10.83
101926,2024-11-17 00:00:00,Consumer,East,Office Supplies,68.0,3.0,$12.26,0.284,26.33,5.0,5.0,8.22
101908,2024-11-14 00:00:00,Corporate,East,Electronics,41.0,3.0,$136.47,0.245,309.1,4.9,4.0,
101384,2024-08-18 16:00:00,Home Office,North,Electronics,30.0,1.0,$202.39,0.148,172.44,3.9,2.0,12.8
100343,2024-02-27 04:00:00,Corporate,South,Electronics,19.0,3.0,$203.48,0.059,574.42,4.6,4.0,
100007,2024-01-02 04:00:00,Corporate,North,Electronics,53.0,1.0,$274.08,0.039,263.39,5.0,3.0,
100759,2024-05-06 12:00:00,Consumer,East,Clothing,21.0,3.0,$66.71,0.291,141.89,3.7,,10.74
101881,2024-11-09 12:00:00,Corporate,Central,Electronics,55.0,4.0,$169.17,0.22,527.81,4.1,4.0,3.93
101371,2024-08-16 12:00:00,Home Office,North,Clothing,47.0,2.0,$25.49,0.127,44.51,4.4,3.0,
100215,2024-02-05 20:00:00,Corporate,North,Electronics,49.0,1.0,$67.35,0.254,50.24,3.5,,
100109,2024-01-19 04:00:00,Home Office,North,Office Supplies,,1.0,$12.08,0.054,11.43,4.9,2.0,9.99
101816,2024-10-29 16:00:00,Corporate,South,Furniture,58.0,5.0,$123.91,0.342,407.66,4.7,4.0,21.01
101608,2024-09-25 00:00:00,Consumer,North,Furniture,67.0,1.0,$542.82,0.047,517.31,4.8,22.0,
101624,2024-09-27 16:00:00,Consumer,West,Electronics,,1.0,$166.23,0.236,127.0,1.9,5.0,9.89
101686,2024-10-08 00:00:00,Consumer,South,Electronics,25.0,1.0,$156.72,0.238,119.42,3.6,4.0,
100230,2024-02-08 08:00:00,Consumer,South,Clothing,19.0,1.0,$32.81,0.319,22.34,4.5,7.0,
100606,2024-04-11 00:00:00,Home Office,East,Clothing,37.0,4.0,$68.08,0.29,193.35,4.5,5.0,9.58
100506,2024-03-25 08:00:00,Consumer,Central,Furniture,52.0,2.0,$1006.30,0.179,1652.34,4.2,4.0,24.5
100415,2024-03-10 04:00:00,Consumer,North,Office Supplies,55.0,2.0,$22.68,0.402,27.13,4.0,3.0,
101704,2024-10-11 00:00:00,Consumer,North,Office Supplies,29.0,3.0,$26.91,0.077,74.51,2.5,3.0,6.11
100808,2024-05-14 16:00:00,Consumer,North,Furniture,39.0,1.0,$331.95,0.363,211.45,5.0,1.0,21.03
101622,2024-09-27 08:00:00,Corporate,East,Office Supplies,18.0,4.0,$54.37,0.169,180.73,4.8,5.0,4.58
100881,2024-05-26 20:00:00,Corporate,North,Office Supplies,49.0,3.0,$13.20,0.257,29.42,3.7,3.0,5.9
101292,2024-08-03 08:00:00,Corporate,East,Clothing,43.0,1.0,$68.17,0.022,66.67,5.0,5.0,3.58
100800,2024-05-13 08:00:00,Corporate,Central,Furniture,29.0,5.0,$134.44,0.13,584.81,5.0,4.0,20.28
100375,2024-03-03 12:00:00,Consumer,North,Electronics,32.0,2.0,$295.68,0.144,506.2,4.8,2.0,
100196,2024-02-02 16:00:00,Corporate,North,Electronics,53.0,1.0,$335.51,0.188,272.43,4.5,4.0,7.85
101748,2024-10-18 08:00:00,Consumer,South,Clothing,48.0,1.0,$56.66,0.106,50.65,3.6,5.0,
100064,2024-01-11 16:00:00,Corporate,South,Electronics,57.0,2.0,$179.05,0.167,298.3,4.2,6.0,12.34
101398,2024-08-21 00:00:00,Corporate,West,Office Supplies,52.0,3.0,$14.28,0.267,31.4,3.8,3.0,1.0
100847,2024-05-21 04:00:00,Corporate,North,Office Supplies,32.0,4.0,$18.27,0.108,65.19,5.0,4.0,9.41
100379,2024-03-04 04:00:00,Corporate,West,Electronics,44.0,4.0,$447.23,0.476,937.39,4.5,6.0,
101994,2024-11-28 08:00:00,Consumer,South,Office Supplies,55.0,3.0,$22.68,0.342,44.77,3.8,3.0,4.99
100971,2024-06-10 20:00:00,Consumer,East,Electronics,74.0,5.0,$486.39,0.02,2383.31,,5.0,9.52
100595,2024-04-09 04:00:00,Consumer,Central,Clothing,59.0,4.0,$60.87,0.119,214.51,4.7,3.0,
100868,2024-05-24 16:00:00,Consumer,Central,Furniture,64.0,3.0,$572.97,0.301,1201.52,4.3,6.0,19.12
100138,2024-01-24 00:00:00,Corporate,West,Office Supplies,69.0,3.0,$21.23,0.32,43.31,4.0,6.0,14.56
100357,2024-02-29 12:00:00,Corporate,East,Furniture,61.0,2.0,$380.42,0.366,482.37,4.7,6.0,
100483,2024-03-21 12:00:00,Consumer,South,Electronics,61.0,1.0,$137.38,0.069,127.9,5.0,5.0,8.17
100235,2024-02-09 04:00:00,Corporate,West,Electronics,58.0,1.0,$310.38,0.287,221.3,3.7,6.0,
101397,2024-08-20 20:00:00,Home Office,North,Furniture,56.0,4.0,$559.62,0.235,1712.44,3.7,2.0,23.25
100786,2024-05-11 00:00:00,Corporate,West,Furniture,,1.0,$254.74,0.256,189.53,,3.0,25.76
101417,2024-08-24 04:00:00,Consumer,West,Clothing,49.0,4.0,$48.93,0.123,171.65,4.3,4.0,
101275,2024-07-31 12:00:00,Consumer,West,Office Supplies,38.0,4.0,$9.26,0.245,27.97,2.7,7.0,9.73
101159,2024-07-12 04:00:00,Corporate,South,Furniture,49.0,5.0,$326.69,0.358,1048.67,3.9,2.0,
100703,2024-04-27 04:00:00,Home Office,West,Furniture,56.0,5.0,$285.60,0.157,1203.8,3.2,6.0,22.83
100590,2024-04-08 08:00:00,Home Office,West,Electronics,73.0,1.0,$145.45,0.082,,5.0,18.0,4.77
101408,2024-08-22 16:00:00,Home Office,East,Electronics,58.0,2.0,$186.93,0.429,213.47,4.0,5.0,14.5
100944,2024-06-06 08:00:00,Consumer,South,Office Supplies,60.0,4.0,$13.37,0.014,52.73,,6.0,11.71
100175,2024-01-30 04:00:00,Consumer,East,Office Supplies,68.0,2.0,$12.12,0.014,23.9,4.4,4.0,9.08
100435,2024-03-13 12:00:00,Consumer,Central,Office Supplies,30.0,4.0,$33.54,0.032,129.87,3.3,4.0,9.41
100822,2024-05-17 00:00:00,Consumer,North,Office Supplies,39.0,2.0,$6.39,0.555,5.69,4.7,1.0,1.0
101458,2024-08-31 00:00:00,Home Office,North,Electronics,73.0,1.0,$349.33,0.374,218.68,3.5,5.0,12.13
100374,2024-03-03 08:00:00,Consumer,South,Office Supplies,53.0,1.0,$27.03,0.079,24.89,2.8,2.0,15.3
101116,2024-07-05 00:00:00,Consumer,North,Office Supplies,45.0,3.0,$20.10,0.106,53.91,3.5,3.0,1.74
100802,2024-05-13 16:00:00,Home Office,North,Electronics,60.0,2.0,$186.22,0.097,336.31,5.0,2.0,5.54
100082,2024-01-14 16:00:00,Corporate,West,Office Supplies,70.0,4.0,$64.76,0.216,203.09,3.3,6.0,1.0
100437,2024-03-13 20:00:00,Consumer,West,Electronics,68.0,1.0,$298.54,0.081,274.36,4.3,5.0,
100552,2024-04-02 00:00:00,Consumer,East,Electronics,53.0,4.0,$191.05,0.163,639.64,4.0,5.0,
101407,2024-08-22 12:00:00,Consumer,South,Electronics,40.0,1.0,$201.07,0.413,118.03,4.4,2.0,8.37
100805,2024-05-14 04:00:00,Consumer,South,Office Supplies,49.0,1.0,$14.59,0.224,11.32,2.9,4.0,
101146,2024-07-10 00:00:00,Corporate,West,Clothing,31.0,2.0,$64.65,0.138,111.46,5.0,5.0,
101876,2024-11-08 16:00:00,Consumer,North,Office Supplies,27.0,4.0,$34.87,0.441,77.97,5.0,1.0,8.38
101269,2024-07-30 12:00:00,Consumer,North,Furniture,42.0,4.0,$302.30,0.308,836.77,4.8,1.0,22.49
101810,2024-10-28 16:00:00,Consumer,East,Office Supplies,24.0,4.0,$25.90,0.069,96.45,5.0,4.0,12.32
101124,2024-07-06 08:00:00,Consumer,North,Office Supplies,71.0,1.0,$44.46,0.062,41.7,4.0,4.0,
100368,2024-03-02 08:00:00,Consumer,South,Electronics,25.0,4.0,$438.83,0.165,1465.69,4.2,20.0,
100450,2024-03-16 00:00:00,Consumer,East,Office Supplies,20.0,4.0,$15.66,0.152,53.12,5.0,5.0,9.21
100277,2024-02-16 04:00:00,Consumer,North,Clothing,43.0,1.0,$40.62,0.053,38.47,5.0,4.0,8.56
101125,2024-07-06 12:00:00,Corporate,North,Electronics,41.0,1.0,$217.32,0.241,1466.637236016327,3.5,2.0,
100571,2024-04-05 04:00:00,Corporate,East,Clothing,29.0,3.0,$29.56,0.049,84.33,4.6,5.0,9.04
100676,2024-04-22 16:00:00,Home Office,East,Electronics,25.0,3.0,$213.49,0.113,,4.0,7.0,
101638,2024-09-30 00:00:00,Consumer,West,Electronics,26.0,1.0,$307.01,0.208,243.15,5.0,7.0,1.0
101224,2024-07-23 00:00:00,Consumer,North,Furniture,,3.0,$552.33,0.052,1570.83,3.9,5.0,22.5
100871,2024-05-25 04:00:00,Consumer,East,Electronics,20.0,2.0,$167.70,0.377,208.95,4.5,5.0,8.46
100714,2024-04-29 00:00:00,Corporate,West,Office Supplies,24.0,3.0,N/A,0.153,36.79,,3.0,4.13
101706,2024-10-11 08:00:00,Consumer,South,Clothing,55.0,36.0,$50.06,0.038,144.47,3.2,1.0,
100593,2024-04-08 20:00:00,Corporate,North,Electronics,41.0,5.0,$247.52,0.079,1139.83,3.9,2.0,1.0
101742,2024-10-17 08:00:00,Consumer,West,Office Supplies,61.0,2.0,$12.14,0.116,21.46,5.0,8.0,1.74
100627,2024-04-14 12:00:00,Consumer,South,Furniture,27.0,1.0,$284.08,0.027,276.41,3.8,3.0,25.65
100428,2024-03-12 08:00:00,Consumer,East,Electronics,57.0,5.0,$185.92,0.109,828.27,3.7,2.0,1.0
101502,2024-09-07 08:00:00,Consumer,North,Electronics,38.0,3.0,$353.91,0.384,,5.0,3.0,4.8
101032,2024-06-21 00:00:00,Consumer,South,Electronics,32.0,4.0,$387.15,0.077,1429.36,2.6,4.0,8.43
100720,2024-04-30 00:00:00,Consumer,East,Furniture,70.0,3.0,$300.35,0.192,728.05,3.7,5.0,
100344,2024-02-27 08:00:00,Corporate,West,Office Supplies,39.0,3.0,$17.22,0.269,37.76,4.4,4.0,1.0
101364,2024-08-15 08:00:00,Consumer,South,Clothing,53.0,3.0,$115.06,0.243,261.3,2.8,5.0,
101236,2024-07-25 00:00:00,Consumer,Central,Electronics,71.0,5.0,$296.72,0.216,1163.14,4.8,3.0,
100425,2024-03-11 20:00:00,Corporate,West,Furniture,41.0,2.0,$199.89,0.103,358.6,3.5,5.0,21.12
101158,2024-07-12 00:00:00,Consumer,Central,Furniture,26.0,1.0,$368.49,0.188,299.21,4.1,3.0,21.29
100051,2024-01-09 12:00:00,Consumer,North,Office Supplies,59.0,5.0,$18.01,0.123,78.97,5.0,3.0,7.06
100973,2024-06-11 04:00:00,Home Office,Central,Clothing,38.0,2.0,$61.31,0.258,90.98,4.6,4.0,12.2
101643,2024-09-30 20:00:00,Consumer,North,Furniture,20.0,5.0,$424.87,0.195,1710.1,2.2,3.0,23.85
100518,2024-03-27 08:00:00,Consumer,East,Office Supplies,51.0,4.0,$6.48,0.229,19.98,3.1,6.0,16.13
100879,2024-05-26 12:00:00,Corporate,North,Furniture,20.0,3.0,$893.23,0.108,,4.5,1.0,20.26
101254,2024-07-28 00:00:00,Consumer,North,Office Supplies,52.0,3.0,$10.44,0.129,27.28,4.6,2.0,6.67
101730,2024-10-15 08:00:00,Home Office,Central,Electronics,74.0,2.0,$363.92,0.127,635.4,4.4,4.0,13.31
101396,2024-08-20 16:00:00,Consumer,North,Furniture,60.0,3.0,$903.18,0.203,2159.5,5.0,3.0,20.67
101050,2024-06-24 00:00:00,Corporate,Central,Electronics,47.0,1.0,$292.58,0.179,240.21,2.6,4.0,7.9
100861,2024-05-23 12:00:00,Corporate,East,Clothing,70.0,3.0,$51.82,0.283,111.46,5.0,7.0,
101962,2024-11-23 00:00:00,Corporate,West,Furniture,,1.0,$280.51,0.089,255.54,3.5,5.0,22.53
101053,2024-06-24 12:00:00,Consumer,West,Electronics,24.0,2.0,$159.92,0.095,289.46,5.0,8.0,2.86
101698,2024-10-10 00:00:00,Home Office,North,Clothing,38.0,2.0,$37.65,0.082,69.13,4.7,2.0,13.25
100345,2024-02-27 12:00:00,Corporate,North,Clothing,,2.0,$37.27,0.254,55.61,3.6,3.0,6.34
100997,2024-06-15 04:00:00,Consumer,North,Furniture,44.0,2.0,$189.58,0.118,334.42,2.4,3.0,22.8
100695,2024-04-25 20:00:00,Consumer,North,Office Supplies,66.0,4.0,$22.82,0.176,75.21,4.2,3.0,
101796,2024-10-26 08:00:00,Corporate,East,Office Supplies,46.0,5.0,$28.20,0.011,139.45,4.4,4.0,6.85
101274,2024-07-31 08:00:00,Consumer,West,Furniture,43.0,5.0,$311.56,0.374,975.18,5.0,4.0,25.05
100288,2024-02-18 00:00:00,Consumer,North,Clothing,68.0,2.0,$42.25,0.229,65.15,,4.0,4.21
101020,2024-06-19 00:00:00,Home Office,South,Clothing,71.0,4.0,$55.93,0.24,170.03,4.3,4.0,4.03
101761,2024-10-20 12:00:00,Consumer,South,Clothing,46.0,1.0,$66.32,0.134,57.43,4.1,4.0,7.85
100125,2024-01-21 20:00:00,Consumer,South,Electronics,43.0,1.0,$371.21,0.246,279.89,4.6,4.0,5.17
100364,2024-03-01 16:00:00,Corporate,West,Office Supplies,31.0,2.0,$9.98,0.122,17.52,2.9,5.0,10.24
100500,2024-03-24 08:00:00,Corporate,North,Electronics,26.0,1.0,$171.49,0.143,146.97,4.9,1.0,9.95
100985,2024-06-13 04:00:00,Home Office,South,Furniture,52.0,5.0,$198.82,0.056,938.43,3.6,3.0,
100876,2024-05-26 00:00:00,Consumer,South,Electronics,70.0,5.0,$186.34,0.054,881.39,5.0,5.0,15.24
101102,2024-07-02 16:00:00,Corporate,Central,Electronics,43.0,2.0,$571.60,0.268,836.82,3.6,6.0,
101493,2024-09-05 20:00:00,Corporate,East,Furniture,60.0,4.0,$498.82,0.113,1769.81,3.9,4.0,16.6
101640,2024-09-30 08:00:00,Corporate,South,Furniture,44.0,2.0,$178.82,0.072,331.89,,3.0,20.81
101914,2024-11-15 00:00:00,Consumer,South,Electronics,,5.0,$220.98,0.132,959.05,4.0,2.0,5.17
100527,2024-03-28 20:00:00,Home Office,Central,Office Supplies,41.0,4.0,$20.10,0.267,58.93,4.8,7.0,
101817,2024-10-29 20:00:00,Consumer,South,Electronics,,5.0,$289.53,0.106,,5.0,3.0,
101694,2024-10-09 08:00:00,Corporate,West,Office Supplies,50.0,1.0,$10.86,0.085,9.94,3.5,7.0,10.85
100588,2024-04-08 00:00:00,Consumer,East,Office Supplies,48.0,4.0,$8.70,0.126,30.42,5.0,3.0,11.86
100499,2024-03-24 04:00:00,Consumer,East,Office Supplies,19.0,2.0,$26.06,0.168,43.36,4.6,,9.67
101061,2024-06-25 20:00:00,Corporate,East,Electronics,38.0,2.0,$102.83,0.203,163.91,4.3,5.0,8.37
100706,2024-04-27 16:00:00,Corporate,Central,Electronics,24.0,2.0,$516.68,0.333,689.25,4.3,3.0,9.03
101654,2024-10-02 16:00:00,Home Office,South,Electronics,58.0,4.0,$231.91,0.063,869.2,5.0,5.0,13.75
100646,2024-04-17 16:00:00,Consumer,West,Clothing,71.0,2.0,$31.81,0.046,60.69,3.8,6.0,
101129,2024-07-07 04:00:00,Home Office,Central,Clothing,53.0,3.0,$41.67,0.136,108.01,5.0,6.0,9.92
100733,2024-05-02 04:00:00,Consumer,South,Electronics,49.0,3.0,$276.24,0.092,752.48,3.0,3.0,11.58
101637,2024-09-29 20:00:00,Home Office,North,Office Supplies,34.0,1.0,$26.67,0.014,26.3,3.5,2.0,8.74
101149,2024-07-10 12:00:00,Home Office,North,Electronics,54.0,3.0,$569.62,0.184,1394.43,4.5,5.0,
100975,2024-06-11 12:00:00,Corporate,West,Furniture,24.0,4.0,$313.74,0.196,1008.99,,4.0,19.33
101084,2024-06-29 16:00:00,Home Office,West,Clothing,27.0,1.0,$38.96,0.091,35.41,4.5,7.0,
100384,2024-03-05 00:00:00,Consumer,North,Office Supplies,61.0,5.0,$9.68,0.334,32.23,,3.0,10.57
100161,2024-01-27 20:00:00,Home Office,South,Electronics,25.0,1.0,$152.78,0.168,127.11,4.7,5.0,7.32
101844,2024-11-03 08:00:00,Consumer,Central,Furniture,59.0,3.0,$355.47,0.046,1017.36,3.6,4.0,23.3
101483,2024-09-04 04:00:00,Consumer,East,Furniture,42.0,2.0,$166.85,0.113,295.99,3.0,4.0,
100489,2024-03-22 12:00:00,Corporate,East,Office Supplies,51.0,1.0,$9.23,0.403,5.51,1.9,4.0,9.73
101010,2024-06-17 08:00:00,Corporate,South,Electronics,45.0,1.0,$439.07,0.316,,3.8,4.0,1.88
100477,2024-03-20 12:00:00,Corporate,North,Electronics,74.0,5.0,$214.65,0.071,997.05,4.6,3.0,14.92
101005,2024-06-16 12:00:00,Consumer,West,Furniture,73.0,3.0,$397.06,0.147,,3.3,5.0,17.61
100441,2024-03-14 12:00:00,Consumer,North,Furniture,67.0,3.0,$947.02,0.172,2352.4,3.9,5.0,16.0
100631,2024-04-15 04:00:00,Corporate,East,Furniture,58.0,3.0,$238.66,0.333,477.56,3.6,4.0,23.22
101322,2024-08-08 08:00:00,Consumer,West,Clothing,33.0,4.0,$63.79,0.485,131.41,4.5,6.0,12.86
101556,2024-09-16 08:00:00,Home Office,East,Furniture,63.0,2.0,$220.78,0.254,329.4,4.6,6.0,21.28
100639,2024-04-16 12:00:00,Home Office,North,Electronics,71.0,4.0,$176.53,0.303,492.17,4.3,5.0,6.59
101517,2024-09-09 20:00:00,Home Office,North,Electronics,73.0,3.0,$80.80,0.081,222.77,3.2,3.0,10.79
100723,2024-04-30 12:00:00,Home Office,South,Office Supplies,67.0,4.0,$20.95,0.223,65.11,5.0,,4.08
101711,2024-10-12 04:00:00,Consumer,West,Office Supplies,31.0,2.0,$35.03,0.228,54.09,3.0,7.0,9.18
100493,2024-03-23 04:00:00,Consumer,Central,Electronics,19.0,5.0,$53.82,0.182,220.12,3.6,,8.74
101911,2024-11-14 12:00:00,Consumer,East,Electronics,37.0,3.0,$161.98,0.215,381.46,,6.0,9.14
100118,2024-01-20 16:00:00,Consumer,North,Furniture,28.0,1.0,$657.67,0.169,546.52,4.1,3.0,21.87
101537,2024-09-13 04:00:00,Corporate,East,Office Supplies,21.0,5.0,$20.51,0.231,78.86,,6.0,
101751,2024-10-18 20:00:00,Consumer,East,Furniture,49.0,3.0,$837.72,0.456,1367.16,3.0,5.0,21.78
101961,2024-11-22 20:00:00,Consumer,North,Electronics,66.0,5.0,$103.95,0.296,365.9,3.3,4.0,6.28
101090,2024-06-30 16:00:00,Consumer,West,Furniture,53.0,1.0,$362.77,0.368,229.27,3.6,4.0,
100889,2024-05-28 04:00:00,Corporate,North,Clothing,52.0,2.0,$92.31,0.283,132.37,3.6,3.0,
101986,2024-11-27 00:00:00,Consumer,South,Electronics,68.0,2.0,$294.68,0.142,505.67,3.4,3.0,6.62
100414,2024-03-10 00:00:00,Consumer,East,Electronics,35.0,1.0,$131.03,0.272,95.39,5.0,3.0,
101590,2024-09-22 00:00:00,Consumer,West,Furniture,72.0,1.0,$308.26,0.065,288.22,3.1,5.0,
100770,2024-05-08 08:00:00,Consumer,North,Office Supplies,33.0,1.0,$9.92,0.48,5.16,,3.0,13.1
100804,2024-05-14 00:00:00,Consumer,North,Office Supplies,64.0,1.0,$6.53,0.314,4.48,4.1,2.0,
101845,2024-11-03 12:00:00,Corporate,East,Clothing,63.0,3.0,$103.13,0.105,276.9,3.9,,9.04
100948,2024-06-07 00:00:00,Home Office,Central,Office Supplies,40.0,3.0,$9.78,0.245,22.15,3.2,3.0,
101674,2024-10-06 00:00:00,Corporate,West,Office Supplies,20.0,2.0,$20.20,0.521,19.35,3.6,6.0,
100572,2024-04-05 08:00:00,Consumer,West,Electronics,54.0,4.0,$222.16,0.282,638.04,5.0,5.0,
101476,2024-09-03 00:00:00,Consumer,West,Electronics,,2.0,$261.56,0.034,505.33,3.5,4.0,10.92
100802,2024-05-13 16:00:00,Home Office,North,Electronics,60.0,2.0,$186.22,0.097,336.31,5.0,2.0,5.54
101310,2024-08-06 08:00:00,Consumer,Central,Furniture,71.0,5.0,$493.15,0.123,2162.46,4.1,4.0,
100672,2024-04-22 00:00:00,Home Office,South,Electronics,68.0,2.0,$82.17,0.127,143.47,4.8,4.0,14.09
100399,2024-03-07 12:00:00,Consumer,East,Office Supplies,48.0,5.0,$8.99,0.239,34.21,4.5,,8.03
100551,2024-04-01 20:00:00,Consumer,East,Office Supplies,35.0,4.0,$8.58,0.476,17.98,4.9,,
101198,2024-07-18 16:00:00,Consumer,North,Office Supplies,73.0,1.0,$25.24,0.128,22.01,3.2,1.0,14.86
100320,2024-02-23 08:00:00,Home Office,North,Office Supplies,19.0,1.0,$24.58,0.133,21.31,4.4,1.0,1.0
100469,2024-03-19 04:00:00,Consumer,South,Electronics,36.0,2.0,$194.40,0.016,382.58,3.3,4.0,11.15
101916,2024-11-15 08:00:00,Corporate,East,Office Supplies,22.0,1.0,$8.80,0.147,65.13822884763822,3.5,2.0,10.72
101259,2024-07-28 20:00:00,Home Office,North,Electronics,37.0,4.0,$388.94,0.176,1281.95,4.8,1.0,
101703,2024-10-10 20:00:00,Corporate,West,Office Supplies,54.0,2.0,$25.68,0.34,33.9,5.0,6.0,
101256,2024-07-28 08:00:00,Corporate,North,Office Supplies,52.0,2.0,$9.32,0.328,12.53,5.0,3.0,7.36
100079,2024-01-14 04:00:00,Corporate,North,Furniture,48.0,3.0,$193.37,0.271,422.9,2.9,1.0,16.24
100533,2024-03-29 20:00:00,Corporate,North,Furniture,,1.0,$249.36,0.317,170.31,4.9,3.0,21.39
101572,2024-09-19 00:00:00,Corporate,South,Office Supplies,65.0,1.0,$27.50,0.1,,4.0,4.0,9.53
100457,2024-03-17 04:00:00,Consumer,North,Office Supplies,33.0,3.0,$7.63,0.158,19.27,3.9,2.0,6.62
100290,2024-02-18 08:00:00,Corporate,Central,Electronics,51.0,4.0,$117.23,0.116,414.53,4.4,6.0,17.66
101495,2024-09-06 04:00:00,Corporate,West,Electronics,73.0,3.0,$79.30,0.341,,3.3,3.0,13.19
100370,2024-03-02 16:00:00,Corporate,East,Electronics,24.0,1.0,$198.37,0.206,157.51,3.3,4.0,13.71
100265,2024-02-14 04:00:00,Consumer,North,Office Supplies,67.0,4.0,$28.44,0.43,64.84,3.8,,
101735,2024-10-16 04:00:00,Corporate,Central,Clothing,66.0,1.0,$35.14,0.195,28.29,3.9,2.0,3.69
100164,2024-01-28 08:00:00,Corporate,West,Office Supplies,54.0,1.0,$21.66,0.127,18.91,3.9,5.0,1.0
101346,2024-08-12 08:00:00,Consumer,West,Office Supplies,61.0,3.0,$17.02,0.252,,4.9,5.0,
101072,2024-06-27 16:00:00,Consumer,West,Furniture,,3.0,$1043.43,0.112,2779.7,3.8,5.0,19.06
100473,2024-03-19 20:00:00,Consumer,East,Electronics,41.0,3.0,$240.75,0.287,,5.0,4.0,
100875,2024-05-25 20:00:00,Home Office,North,Office Supplies,42.0,2.0,$4.75,0.308,6.57,4.9,3.0,10.77
100197,2024-02-02 20:00:00,Home Office,East,Clothing,26.0,4.0,$46.05,0.178,151.41,4.5,6.0,
100185,2024-01-31 20:00:00,Corporate,North,Office Supplies,29.0,4.0,$14.44,0.104,51.75,4.1,1.0,3.78
101355,2024-08-13 20:00:00,Consumer,South,Clothing,42.0,5.0,$56.64,0.113,251.2,4.9,6.0,3.21
100421,2024-03-11 04:00:00,Consumer,North,Electronics,52.0,1.0,$362.19,0.196,291.2,3.0,4.0,
100256,2024-02-12 16:00:00,Corporate,Central,Electronics,48.0,5.0,$356.13,0.357,1144.96,4.4,5.0,11.19
100135,2024-01-23 12:00:00,Consumer,East,Electronics,74.0,2.0,$194.88,0.178,320.38,4.6,4.0,10.72
101434,2024-08-27 00:00:00,Consumer,North,Office Supplies,68.0,3.0,$20.68,0.133,53.79,3.8,4.0,11.05
101381,2024-08-18 04:00:00,Consumer,West,Office Supplies,37.0,3.0,$10.87,0.222,25.37,2.6,7.0,9.27
101503,2024-09-07 12:00:00,Consumer,East,Office Supplies,57.0,2.0,$9.36,0.037,18.03,3.2,3.0,5.68
101440,2024-08-28 00:00:00,Consumer,South,Electronics,26.0,5.0,$115.00,0.285,411.13,3.7,2.0,12.23
100866,2024-05-24 08:00:00,Home Office,South,Electronics,28.0,3.0,$330.86,0.439,556.84,,3.0,
101492,2024-09-05 16:00:00,Corporate,West,Electronics,74.0,2.0,$294.22,0.347,384.25,,6.0,7.02
101822,2024-10-30 16:00:00,Consumer,East,Office Supplies,33.0,47.0,$15.53,0.391,18.92,4.7,6.0,10.13
101037,2024-06-21 20:00:00,Consumer,North,Electronics,60.0,2.0,$111.93,0.161,187.82,4.0,3.0,
101977,2024-11-25 12:00:00,Home Office,North,Furniture,49.0,1.0,$634.14,0.238,483.21,5.0,2.0,
100049,2024-01-09 04:00:00,Consumer,South,Office Supplies,30.0,5.0,$11.12,0.354,35.92,4.3,5.0,8.93
101299,2024-08-04 12:00:00,Consumer,North,Electronics,28.0,2.0,$437.87,0.304,609.52,,3.0,5.62
100526,2024-03-28 16:00:00,Home Office,Central,Office Supplies,54.0,3.0,$18.57,0.042,53.37,,4.0,
100452,2024-03-16 08:00:00,Corporate,East,Office Supplies,32.0,5.0,$33.93,0.266,124.52,5.0,4.0,12.11
101457,2024-08-30 20:00:00,Consumer,Central,Office Supplies,31.0,4.0,$26.81,0.332,849.4726456590112,4.7,3.0,4.81
100682,2024-04-23 16:00:00,Consumer,North,Office Supplies,65.0,5.0,$11.77,0.177,48.43,,3.0,12.09
100462,2024-03-18 00:00:00,Home Office,North,Furniture,43.0,5.0,$606.15,0.156,2557.95,4.9,2.0,26.25
101228,2024-07-23 16:00:00,Home Office,East,Electronics,56.0,1.0,$234.47,0.329,157.33,3.9,3.0,
100935,2024-06-04 20:00:00,Consumer,East,Electronics,40.0,4.0,$160.06,0.232,491.7,3.2,4.0,6.83
101327,2024-08-09 04:00:00,Corporate,West,Clothing,19.0,5.0,$54.54,0.149,232.07,3.9,7.0,6.27
100647,2024-04-17 20:00:00,Consumer,West,Electronics,69.0,1.0,$431.40,0.146,368.42,3.9,5.0,
101479,2024-09-03 12:00:00,Consumer,East,Clothing,20.0,2.0,$20.68,0.088,37.72,3.9,,5.14
101057,2024-06-25 04:00:00,Consumer,North,Office Supplies,46.0,3.0,$9.54,0.13,24.9,4.7,1.0,
100859,2024-05-23 04:00:00,Consumer,East,Electronics,20.0,1.0,$251.61,0.244,190.22,4.8,2.0,10.47
100247,2024-02-11 04:00:00,Consumer,East,Electronics,19.0,2.0,$421.28,0.057,794.53,1.7,,11.56
